_type,_id,_revision,_page.next,regionas,telkinio_pav,m_vietos_kodas,m_vietos_pav,koord,data,vandens_temp,suspend_medziagos,sarmingumas,deguonis_istirpes,ph,skaidrumas,elektr_laidis,biochem_deg_suvartojimas,amonio_azotas,nitritu_azotas,nitratu_azotas,azotas_mineralinis,azotas_bendras,fosfatu_fosforas,fosforas_bendras,anglingumas,chlorofilas_a,kalcio_karbonatas,gyvsidabris,kadmis,nikelis,svinas,varis,chromas,vanadis,aliuminis,alavas,arsenas,cinkas,antracenas,fluorantenas,naftalenas,benz_a_pirenas,benz_b_fluorantenas,benz_k_fluorantenas,benz_ghi_perilenas,inden_123_cd_pirenas,p4_n_nonilfenolis,p4_n_oktilfenolis,p4_nonilfenolis_sakot,p4_tert_oktilfenolis,nonilfenoliai,pentachlorfenolis,benzenas,p12_dichloretanas,p123_trichlorbenzenas,p124_trichlorbenzenas,heksachlorbutadienas,trichloretilenas,tetrachlormetanas,dichlormetanas,tetrachloretilenas,trichlormetanas,aldrinas,dieldrinas,izodrinas,endrinas,alfa_heksachlorcikloheksanas,beta_heksachlorcikloheksanas,gama_heksachlorcikloheksanas,heksachlorbenzenas,pentachlorbenzenas,alfa_endosulfanas,beta_endosulfanas,o_p_ddt,p_p_ddd,p_p_ddt,p_p_dde,simazinas,atrazinas,diuronas,izoproturonas,chinoksifenas,aklonifenas,cibutrinas,terbutrinas,chlorpyrifosas,chlorfenvinfosas,trifluralinas,heptachloras,heptachloro_epoksidas,tributilalavo_katijonas,di2_etilheksilftalatas,bde_28,bde_47,bde_85,bde_99,bde_100,bde_153,bde_154,pcb_28,pcb_52,pcb_101,pcb_118,pcb_138,pcb_153,pcb_180,pfos,dikofolis,alachloras,bifenoksas,cipermetrinas,dichlorvosas,p4_t_oktilfenolio_dietoksilatas,p4_t_oktilfenolio_monoetoksilatas,p4_t_oktilfenolio_trietoksilatas
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,002bca3b-d516-4368-8f3c-cf244aabee07,ef975f3d-0d87-4033-93f7-a091ee440635,,Vilniaus,Drabužis,LTL116,Drabužis,POINT (6048718 541867),2021-07-29,24.8,2.1,3.2,8.68,8.68,2.1,381.0,1.5,0.022,"<0,005",0.016,0.043,0.425,"<0,015","<0,015",,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,003f1aed-aeed-4eda-88e4-1131734cf555,a8ca5c99-8c5e-4d4a-a47e-3d822ad04dbb,,Marijampolės,Vištytis,LTL68,Vištytis,POINT (6035329 417565),2021-07-28,25.2,4,2.6,7.2,8.6,4.3,251.0,1,0.02,0.002,0.03,0.052,0.41,"<0,007",0.059,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0062734a-90a4-4d96-8ce6-fa4f55d8c86e,218d2b93-517d-4d62-b7a1-1876d9297b42,,Utenos,Šventosios tvenkinys,LTL536,Šventosios tvenkinys,POINT (6173459 614866),2018-08-20,21.3,4.7,4.1,110.353,8.5,1.6,363.0,2.3,"<0,014",0.003,0.04,0.057,0.64,0.004,0.029,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,007f2c89-a5c7-4f97-aa1a-d0ca226db00f,f73ea06b-5b19-4f57-bedc-d02862428e9f,,Vilniaus,Baltas,LTL338,Baltas,POINT (6126393 617851),2021-07-22,24.9,<2,2.7,8.2,8.23,4.3,312.0,1,"<0,02","<0,005",0.016,0.041,0.122,"<0,015","<0,015",,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,008d3fda-c713-4c4d-85be-5d4be24a3ccc,7f81f16e-4e6e-433c-8b57-80245750c6bc,,Utenos,Išnarai,LTL344,Išnarai,POINT (6114181 602959),2020-07-27,22.3,3.4,3.7,9.8,8.68,1.4,327.0,2.1,"<0,015","<0,005",0.063,0.083,0.605,"<0,015",0.027,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,00982328-b4ac-4b42-a8de-f4ce3ece74e8,edecfa6f-bed9-4884-bed6-06d5671509c4,,Utenos,Laukesas,LTL527,Laukesas,POINT (6181714 644152),2017-08-29,18.6,"<1,7",3.4,7.4,8.3,2.2,330.0,1.5,0.06,0.006,0.11,0.176,0.71,0.02,0.044,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,009b4452-46ad-4438-858b-37a7d2df2782,1a8bb806-afee-4d7a-8365-479a65578519,,Utenos,Alnis,LTL65,Alnis,POINT (6127535 606156),2018-08-13,22.8,<2,1.9,113.716,9.0,6,155.0,1.2,0.03,"<0,001",0.01,0.041,0.59,0.003,0.012,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,00ae33fd-28f2-45b9-8127-72af732fa028,178ccc26-17d1-4a6a-b8e6-b7fc9468d7bd,,Alytaus,Ilgis,LTL394,Ilgis,POINT (5988529 482829),2018-05-28,22.8,4,2.6,127.784,8.7,2,287.0,3.8,0.04,0.002,0.03,0.072,0.5,0.011,0.021,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,00c24c35-6d7c-43b3-b6a2-9acda81572ec,797f9b07-bc32-460f-85df-8b9c53496e8d,,Alytaus,Kaviškis,LTL395,Kaviškis,POINT (5985400 472067),2019-07-23,21.7,5.5,2.3,13.5,8.6,2.6,253.0,3.4,0.05,0.005,0.07,0.121,0.6,0.016,0.038,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,00d1f61f-e0dd-4d6f-a5c3-65587da2db1f,21e8c9fa-2cd0-4e1a-9a78-59d389cba4d5,,Utenos,Laukesas,LTL527,Laukesas,POINT (6181714 644152),2017-10-09,10.8,6,3.6,7.0,8.3,4.1,337.0,1.7,0.09,0.013,0.26,0.363,0.99,0.024,0.051,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,00e3f3f9-4a37-4c82-bc53-336cea0c63ef,216782a2-b2e7-41ee-917c-79ed5368ea0b,,Utenos,Utenykštis,LTL320,Utenykštis,POINT (6147667 627613),2019-07-16,19.8,<2,3.7,10.3,8.5,3.6,332.0,1.8,"<0,014","<0,001",0.03,0.045,0.31,"<0,002",0.011,,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,010f4ea5-8569-43b3-a838-a34596d8dc4f,46845221-5551-42c4-b0f6-247547469f4d,,Alytaus RAAD,Latežeris,LTL513,Latežeris,,2022-09-26,14.0,4,3.7,12.5,8.9,0.9,263.0,5.7,0.09,0.002,0.1,0.192,0.89,"<0,007",0.048,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,012765d2-3f42-4da6-924c-6dfece9d8275,a5f7ef16-189b-4183-94ab-4d47691d4d10,,Alytaus,Ančia,LTL195,Ančia,POINT (5994964 479239),2020-07-21,23.3,3,2.3,9.1,8.5,2.5,350.0,2.6,0.08,0.004,0.04,0.6,0.124,0.007,0.035,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,012cc4aa-288a-4d0f-ad80-566fa450f5d2,ebd17c15-d249-4c00-bc06-217030f81dd5,,Alytaus RAAD,Šlavantėlis,LTL515,Šlavantėlis,,2022-08-25,25.9,2,2.8,10.4,8.1,6.9,312.0,2.4,0.06,0.005,0.05,0.115,0.39,"<0,007",0.029,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,013b8e54-192f-4811-9576-e8231fc4f979,22cb3e90-69a4-4b87-8cfb-fa85b1d5be2e,,Vilniaus,Skaistis,LTL136,Skaistis,POINT (6059182 562859),2018-05-09,16.3,<2,2.6,,8.61,5.6,320.0,2.2,0.825,"<0,004",0.03,0.859,0.914,0.035,0.036,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0150214d-add8-4c2b-9a95-17dffbee2fb5,c733bfe6-7689-4adf-89e7-6f4174d1f7f2,,Vilniaus RAAD,Vilnoja,LTL365,Vilnoja,,2022-05-04,10.5,2,2.6,12.54,8.66,3.0,228.0,4.0,"<0,02","<0,005",0.096,0.121,0.454,"<0,015",0.026,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,01637287-d8a0-4d3e-bb60-6c3bdaa90186,46ff26af-ed71-4350-a006-0b1191965d04,,Klaipėdos,Skuodo tvenkinys,LTL260,Skuodo tvenkinys,POINT (6239381 345922),2018-08-22,21.0,7.5,4.2,,7.3,0.85,402.0,5.5,0.017,0.003,"<0,003",0.023,1.3,"<0,005",0.05,,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,016dad0c-229e-4ccf-b6eb-4094e8b6e6fd,edbce24f-7074-4dbc-a9af-618e1f3831da,,Utenos,Kiementas,LTL450,Kiementas,POINT (6105240 581096),2019-09-19,15.3,7.3,3.7,8.97,8.34,1.0,377.0,3.4,0.016,"<0,005",0.021,0.042,0.27,"<0,015","<0,015",,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,01979aac-cea2-42d3-80f5-227db8104482,ae0ba5d6-2662-4362-8461-abdaca2af46d,,Marijampolės RAAD,Stebuliškių tvenkinys,LTL542,Stebuliškių tvenkinys,,2022-08-31,20.5,4.5,3.6,6.7,7.9,1.2,967.0,4.3,0.07,0.055,2.1,2.225,2.9,"<0,007",0.053,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,01b198fa-a9b3-4d1b-8d15-541a8c860ddd,3eb4242f-1851-4bee-9817-3aff023cbd53,,Vilniaus RAAD,Mažasai Siaurys,LTL352,Mažasai Siaurys,,2022-08-31,23.0,<2,0.72,9.2,8.44,4.8,72.0,1.6,"<0,02","<0,005",0.036,0.061,0.14,"<0,015","<0,015",,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,01b41fa2-7415-4ba7-8995-ecf350ddcfe3,a94a3da6-ac7f-49a7-ba92-4271eacb4b83,,Šiaulių,Kivylių tvenkinys,LTL270,Kivylių,POINT (6246663 419282),2017-09-25,14.0,3.7,5.3,5.8,8.4,1.1,738.0,1.9,0.014,0.047,4.8,4.861,5.0,0.041,0.1,,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,01b4506a-6cd3-4575-8496-f45e5825cdfe,fe3baed5-ee9f-46d9-b5be-fa22f7c46213,,Utenos,Svirkų ežeras,LTL388,Svirkų ežeras,POINT (6130406 669588),2019-09-26,9.7,14,4.5,9.8,8.71,0.6,426.0,4.9,0.14,0.006,0.102,0.248,0.508,0.019,0.081,,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,01d2a9fa-a191-4d33-8312-8e3f2fd0eded,a2b4f6d6-1caa-4d8b-894a-9a9416696df1,,Alytaus,Ilgis,LTL394,Ilgis,POINT (5988529 482829),2018-08-30,21.6,5,2.8,104.119,8.5,3,278.0,3.1,0.06,0.001,0.11,0.171,0.6,0.018,0.051,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,020d8474-ed3a-48b6-97ff-8d878aae7b49,a4ae2544-6c70-48a5-8887-2acf408d8ac1,,Alytaus,Ilgis,LTL374,Ilgis,POINT (6036751 525398),2018-05-14,20.2,6,2.0,94.655,8.0,1.4,228.0,3.8,0.02,0.005,0.14,0.165,0.8,0.013,0.049,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0225805b-8ee6-43af-8fab-68978025e815,d0b11131-c07a-48c2-b38e-dd0f7a2dd803,,Utenos,Šventas,LTL39,Šventas,POINT (6166706 644760),2020-01-20,1.2,<2,0.92,14.2,7.9,8.3,110.0,2.2,0.08,0.003,0.15,0.233,0.23,0.006,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0284fcdd-c6dc-4a70-920d-d2ae341d9257,651bae2f-1fef-49fe-9a73-f3e2e0bfccc4,,Kauno,KAUNO MARIOS,LTL71,Kauno marios,POINT (6084954 505731),2021-08-18,20.6,6.3,3.6,7.900000000000001,8.44,1.3,421.0,3.1,0.126,"<0,005",0.243,0.374,0.871,0.069,0.084,12.3,33.35,231,"<0,01","<0,1",3.4,1,1.7,<1,<2,"<0,1",<30,"<0,1",<15,"<0,002","<0,003","<0,002","<0,002","<0,002","<0,002","<0,003","<0,003",-,"<0,1","<0,1",,,"<0,05","<0,2","<0,2","<0,2","<0,2","<0,1","<0,1","<0,2","<0,2","<0,1","<0,2","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,004","<0,004","<0,005","<0,005","<0,005","<0,005","<0,05","<0,05","<0,05","<0,05","<0,05","<0,05","<0,05",,"<0,5","<0,5","<0,5","<0,005","<0,005",,0.79,"<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005",,,,,,,,,"<0,001","<0,001","<0,001","<0,00005","<0,00005",-,-,-
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,028e2555-c926-4347-9cdb-4ff4ff0adc53,1e00503a-d774-4509-ad70-3c064c3be702,,Šiaulių,Ilgis,LTL204,Ilgis,POINT (6210196 364291),2021-01-19,2.0,1.9,1.8,8.1,8.5,,166.0,0.65,0.054,0.002,0.15,0.206,0.47,"<0,006",0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,029b61a2-b280-4c8a-a0cb-661cc5e23b6b,4b01a6e2-df02-4c7a-83de-baf4278d7276,,Utenos,Žvernas,LTL357,Žvernas,POINT (6104640 596627),2020-05-13,12.1,3.6,2.9,10.9,8.78,1.8,300.0,4.2,0.025,"<0,005",0.177,0.207,0.328,"<0,015","<0,015",,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,02b8ba28-5215-4d08-9064-4f8b0f0ac5bc,f911f1d1-0823-4864-aae6-b281611d3b32,,Kauno,Labūnavos tvenkinys,LTL411,Labūnavos tvenkinys,POINT (6116308 494047),2018-08-13,25.1,7.3,4.6,,8.45,1.2,589.0,3,0.12,0.033,0.12,0.273,1.1,0.003,0.06,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,02bbb999-36c7-444f-8f75-ca4eed485633,0ceb5829-5bfa-4051-8cde-63af538c4b42,,Šiaulių,Sablauskių tvenkinys,LTL271,Sablauskių tvenkinys,POINT (6236793 430028),2017-08-17,22.0,6.4,5.6,5.9,9.0,1.2,688.0,2.5,"<0,008",0.002,0.003,0.013,1.1,"<0,005",0.053,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0307b137-4ce8-4e41-a1c6-ae04d529e990,fa50ad28-8913-4276-80b1-ef985ac642eb,,Šiaulių,Kivylių tvenkinys,LTL270,Kivylių,POINT (6246663 419282),2017-04-25,7.0,5.2,5.3,7.7,8.8,1.4,766.0,0.6,"<0,008",0.024,4.6,4.632,4.9,"<0,005",0.041,,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,030fb6e2-3d22-4b68-8d02-9a62936914f7,97bb5477-4bc0-4cb2-b1df-86ce6745bb2b,,Alytaus,Niedus,LTL240,Niedus,POINT (5986223 475252),2017-08-22,21.7,3.5,2.5,8.9,8.4,1.8,324.0,3.1,0.04,0.003,0.06,0.103,0.6,0.007,0.046,,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,032ed467-469c-470d-9db7-1c176ceacac0,4753c5d5-f065-4c27-8216-36933ef6d0ed,,Alytaus,Gudelių ežeras,LTL253,Gudelių ež.,POINT (6030044 491260),2020-08-21,24.2,3,3.5,9.2,8.7,1.6,323.0,3.5,0.02,0.002,0.04,0.6,0.062,0.007,0.03,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,03e554a9-9b29-4a14-a3cb-cfcbc1647c28,26833d68-2738-4998-9d1e-5ec9de1ac02d,,Vilniaus RAAD,Vaisietis,LTL371,Vaisietis,,2022-08-30,23.7,<2,1.8,8.9,8.58,3.4,230.0,1.5,"<0,02","<0,005",0.045,0.07,0.13,0.03,0.033,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,03eb1011-13e2-45ac-a1c2-387bd49e95b3,d8a6cc0f-69e1-439b-b349-5fdad1a4bbf9,,Vilniaus,Aukštadvario HE tvenkinys(ež.Baluosis ež.Sienis),LTL110,Aukštadvario HE tvenkinys,POINT (6048892 535009),2018-08-30,21.1,<2,2.8,103.175,8.4,4.1,329.0,1.2,"<0,01","<0,004","<0,016",0.03,0.299,0.016,0.017,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,03f25495-c474-4cd7-9f7e-4f4d22966f44,634d4b18-a852-4486-85eb-5ea249105efd,,Vilniaus,Spėra,LTL114,Spėra,POINT (6087485 557081),2017-08-09,21.8,12,2.7,12.3,8.86,0.4,256.0,8.0,0.036,0.008,0.053,0.097,1.48,"<0,014","<0,014",,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,03f26fd4-c20a-482a-a4e8-8dfa5423d1aa,1ad807d9-19a9-4f24-91ff-c23f63bd69fd,,Utenos,Stirniai,LTL343,Stirniai,POINT (6124518 605749),2020-10-26,9.8,<2,2.4,9.8,8.2,6.0,242.0,2.2,0.06,0.002,0.05,0.112,0.46,"<0,002","<0,0081",,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,040f7da8-9c70-487d-8401-d22bb467efbc,c25f45ea-d577-434e-bda2-2bb10588b0ad,,Alytaus RAAD,Guostus,LTL454,Guostus,,2022-05-18,12.0,1.5,2.6,10.6,8.5,4.6,288.0,1.9,0.02,0.002,0.18,0.202,0.65,0.009,0.029,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,040fd51a-dd63-4fc9-b34e-0f69098db492,472033db-74e4-4573-aacf-6e0d27e37dbc,,Alytaus,Simno ežeras,LTL196,Simno ežeras,POINT (6029242 476810),2020-09-22,15.8,25,3.2,11.5,9.1,0.7,352.0,4.2,0.03,0.003,0.04,1.2,0.073,0.013,0.12,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,041c53d2-81f7-4470-93e8-629147f677b6,44da0756-6209-4e6c-b005-6c405244dbaa,,Alytaus,Pluvija,LTL512,Pluvija,POINT (6030583 493559),2020-05-28,16.8,12,3.3,11.6,8.7,0.8,431.0,5.9,0.02,0.004,0.08,0.8,0.104,0.007,0.04,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,04486820-0cd6-4e2f-a528-06e305463070,971e3554-a880-4a05-be23-398446646ba9,,Utenos,Asavas,LTL310,Asavas,POINT (6167521 638935),2021-04-22,9.2,<2,2.9,12.9,8.3,3.5,285.0,2.6,0.03,0.004,0.11,0.144,0.53,0.003,0.0081,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0470d56e-79d3-4647-90a4-bbcef9dce1ce,da7e7b51-58ca-454c-8e6d-2c00ca653512,,Utenos,Klykių ežeras,LTL539,Klykių,POINT (6149905 611418),2018-04-25,7.4,<2,1.5,90.682,8.6,5,158.0,2.5,"<0,014","<0,001",0.02,0.035,0.42,"<0,002",0.0083,,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,049654ff-aeb8-440c-b84d-ceee57e1126b,0080b354-d4ad-4b30-9920-27c84b243d42,,Utenos,Zaduojys,LTL295,Zaduojys,POINT (6185959 617222),2019-07-18,19.5,3.9,4.3,9.9,8.5,3.0,380.0,1.3,0.014,"<0,001",0.05,0.065,0.08,"<0,002",0.01,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
