_type,_id,_revision,_page.next,regionas,telkinio_pav,m_vietos_kodas,m_vietos_pav,koord,data,vandens_temp,suspend_medziagos,sarmingumas,deguonis_istirpes,ph,skaidrumas,elektr_laidis,biochem_deg_suvartojimas,amonio_azotas,nitritu_azotas,nitratu_azotas,azotas_mineralinis,azotas_bendras,fosfatu_fosforas,fosforas_bendras,anglingumas,chlorofilas_a,kalcio_karbonatas,gyvsidabris,kadmis,nikelis,svinas,varis,chromas,vanadis,aliuminis,alavas,arsenas,cinkas,antracenas,fluorantenas,naftalenas,benz_a_pirenas,benz_b_fluorantenas,benz_k_fluorantenas,benz_ghi_perilenas,inden_123_cd_pirenas,p4_n_nonilfenolis,p4_n_oktilfenolis,p4_nonilfenolis_sakot,p4_tert_oktilfenolis,nonilfenoliai,pentachlorfenolis,benzenas,p12_dichloretanas,p123_trichlorbenzenas,p124_trichlorbenzenas,heksachlorbutadienas,trichloretilenas,tetrachlormetanas,dichlormetanas,tetrachloretilenas,trichlormetanas,aldrinas,dieldrinas,izodrinas,endrinas,alfa_heksachlorcikloheksanas,beta_heksachlorcikloheksanas,gama_heksachlorcikloheksanas,heksachlorbenzenas,pentachlorbenzenas,alfa_endosulfanas,beta_endosulfanas,o_p_ddt,p_p_ddd,p_p_ddt,p_p_dde,simazinas,atrazinas,diuronas,izoproturonas,chinoksifenas,aklonifenas,cibutrinas,terbutrinas,chlorpyrifosas,chlorfenvinfosas,trifluralinas,heptachloras,heptachloro_epoksidas,tributilalavo_katijonas,di2_etilheksilftalatas,bde_28,bde_47,bde_85,bde_99,bde_100,bde_153,bde_154,pcb_28,pcb_52,pcb_101,pcb_118,pcb_138,pcb_153,pcb_180,pfos,dikofolis,alachloras,bifenoksas,cipermetrinas,dichlorvosas,p4_t_oktilfenolio_dietoksilatas,p4_t_oktilfenolio_monoetoksilatas,p4_t_oktilfenolio_trietoksilatas
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c5d522a1-ac9b-4157-8f7d-78e4b43887eb,531af69f-1cbb-4f13-b283-ea1fe7efb071,,Aplinkos apsaugos departamento Šiaulių valdyba,Platelių ežeras,LTL34,Plateliai,,2022-05-11,10.0,"<1,3",1.8,11.3,8.4,5.5,180.0,1.6,0.014,0.002,0.047,0.063,0.32,"<0,006",0.015,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c6269bff-b807-4167-b36e-29382ec4b3ab,edc9590a-afcb-4444-9667-dd49f789e413,,Vilniaus RAAD,Motiejūnų HE tvenkinys,LTL131,Motiejūnų HE tvenkinys,,2022-05-16,13.7,5.7,4.2,8.95,8.17,1.3,467.0,4.3,0.031,0.014,0.66,0.705,0.821,"<0,015",0.02,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c6493172-3a19-4d9c-ac3a-ef6ea0bf9de6,7fb378bd-c949-4c34-9b00-99e4062c7a96,,Vilniaus,Ilgas,LTL359,Ilgas,POINT (6095729 600167),2017-07-26,21.2,5.5,2.3,10.9,8.9,1.5,238.0,5.4,0.028,"<0,004",0.159,0.191,0.616,"<0,014",0.038,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c65aad91-57dd-4fb2-b42e-c65f43ed57b9,1efd99c6-f5fb-441b-aee5-ccb364966d78,,Alytaus,Baltosios Ančios HE tvenkinys,LTL189,Baltosios Ančios HE tvenkinys,POINT (5981346 485415),2020-08-20,22.4,4,3.0,10.1,8.5,1.6,321.0,2.5,0.01,0.006,0.02,0.6,0.036,0.011,0.035,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c67005ec-1874-4de1-b25a-c109e30f7f22,8d4ffe7d-b338-4122-ba2e-6d4edda43ccc,,Utenos,Ilgiai,LTL397,Ilgiai,POINT (6157143 654481),2018-07-24,24.6,3.2,4.4,104.369,8.8,2,407.0,2,0.02,"<0,001",0.05,0.071,0.92,"<0,002",0.021,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c671429c-a89b-4d7c-94d1-7c250262ac27,33aa57a6-3153-40b7-a384-0f823c5febd3,,Utenos RAAD,Alksnas,LTL228,Alksnas,,2022-10-12,9.4,2.1,2.3,10.7,8.4,3.4,261.0,1.9,"<0,014",0.001,0.04,0.055,0.54,0.003,0.016,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c6c2dd28-dbe2-46f5-a042-e4fa563f4353,6342d0fa-c243-4c8e-bab9-fea776bbc3a6,,Utenos,Asavas,LTL310,Asavas,POINT (6167521 638935),2019-04-29,13.8,2.1,2.9,13.2,8.6,3.5,283.0,1.9,0.02,0.007,0.06,0.087,0.23,0.003,0.014,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c704a4d3-36b6-4bf8-ac95-728d918b35ea,5c526386-395c-4d2c-9987-724ae3d7f9e9,,Utenos,Asavas,LTL310,Asavas,POINT (6167521 638935),2020-06-17,20.1,2,2.9,10.0,8.2,4.0,264.0,1.4,"<0,014","<0,001",0.03,0.045,0.39,"<0,002","<0,0081",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c70a2165-6fa4-481d-9404-67d6b8a04095,3122a213-eea9-4c23-b588-2b41a9f7f58f,,Klaipėdos,Padvarių tvenkinys,LTL257,Padvarių tvenkinys,POINT (6203287 328598),2021-08-31,18.0,4.7,3.8,7.8,8.3,1.1,377.0,4.3,0.018,0.009,0.071,0.098,0.97,"<0,006",0.049,,42.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c74316fa-3e5f-4539-8b3b-a907039361e7,f67ca952-d49a-40cd-8f50-79699f20d056,,Utenos,Stirniai,LTL343,Stirniai,POINT (6124518 605749),2017-05-02,7.2,"<1,7",2.4,11.4,8.3,5.8,243.0,2.9,"<0,014",0.034,0.13,0.178,3.0,"<0,002","<0,0083",,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c7746686-a0e5-45b6-8419-039d3c9c2630,0da68685-b3d8-4f51-904c-4df9b157b234,,Vilniaus,Nestrėvantys,LTL535,Nestrėvantys,POINT (6057805 543596),2017-07-18,18.7,4,3.4,7.8,8.03,2.4,372.0,3.4,0.066,"<0,004",0.063,0.133,0.738,"<0,014","<0,014",,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c781a955-ff1d-4b1b-a30c-0f706aafcb27,a37f905b-4a48-4892-b52b-7f9a9e954859,,Vilniaus,Totoriškių ežeras,LTL467,Totoriškių ež.,POINT (6056190 559974),2020-07-20,23.7,3.5,2.7,9.6,8.68,4.5,500.0,0.8,"<0,015","<0,005",0.018,0.038,0.083,"<0,015","<0,015",,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c784fd32-2bca-40ec-94e8-7def81349655,cfb13102-87df-4837-930d-f7b9783494a3,,Utenos,Drūkšiai,LTL52,Drūkšiai,POINT (6169167 664078),2020-07-16,19.8,,,8.5,8.7,2.7,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c789a00a-ac1b-43b2-a487-cb014c90a975,e2439258-7ddc-4fda-ad38-386417749538,,Kauno,Jurbarkų tvenkinys,LTL423,Jurbarkų tvenkinys,POINT (6107219 418720),2021-05-31,19.2,5.5,3.4,11.1,8.4,1.3,553.0,4.9,0.02,0.055,5.7,5.775,6.1,0.02,0.12,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c79ac9b0-6dca-45fb-ae4e-5f75a3dcd9ed,55e4ef6d-7f9d-4391-a8a4-bee2e279ddf6,,Alytaus,Netečius,LTL464,Netečius,POINT (6024890 541136),2019-05-08,13.7,5.5,3.2,9.7,6.4,1.0,33.0,2.8,0.02,0.015,0.089,0.124,2.1,0.013,0.059,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c79ae4e7-e728-40a6-8738-62b5110439da,7b17cbc0-9000-452b-871d-c4f8a2dfe12d,,Alytaus,Vilkas,LTL180,Vilkas,POINT (5998679 487314),2019-08-22,21.6,7,3.5,9.1,8.3,1.6,332.0,3.8,0.1,0.002,0.05,0.152,1.0,0.009,0.044,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c7a04b08-3afa-4d9c-90f8-26da826d7d57,e93a8c4e-e61e-4076-bc2e-c5cc00a3c989,,Utenos,Čičirys,LTL222,Čičirys,POINT (6187704 628556),2020-07-14,20.8,<2,3.1,8.2,8.6,5.2,286.0,1.5,"<0,014","<0,001",0.03,0.045,0.24,"<0,002",0.009,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c7b5ca70-02ab-45c2-b864-9c411b47623b,29698967-9b24-44e4-bbe6-f2ce09639b32,,Alytaus,Sausvingis,LTL378,Sausvingis,POINT (6017605 512931),2018-07-18,23.9,5.5,3.0,99.401,8.6,3.2,364.0,2.1,0.02,0.002,0.09,0.112,0.4,0.016,0.04,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c804fcd2-0715-477a-82af-bcf6714f89f0,f4915414-0e47-4c0d-a28e-404a321307c5,,Utenos,Čičirys,LTL222,Čičirys,POINT (6187704 628556),2018-10-15,11.4,<2,3.2,100.917,8.5,5.2,308.0,1,"<0,014",0.003,0.05,0.067,0.63,0.002,0.009,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c833e3c5-7b56-4ded-bcd1-1e9c8bcd43de,d0612541-abde-4d5d-93cb-76d2e1a350ac,,Alytaus,Suvingis,LTL376,Suvingis,POINT (6022150 520764),2021-04-26,24.9,5,2.3,8.5,8.4,4.3,245.0,2.1,0.02,0.002,0.32,0.342,0.64,0.02,0.059,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c849edbd-938b-42bc-8537-26c444b54125,17490183-3e96-4914-9d29-cd5383f04d76,,Utenos,Vidinkstas,LTL287,Vidinkstas,POINT (6146932 592911),2021-05-05,8.8,3,2.1,11.8,8.6,2.5,200.0,3.5,0.04,0.004,0.13,0.174,0.63,0.006,0.023,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c87812e1-4f01-40a7-80f9-d43f75ebf85b,be5c1886-78c3-424f-8e9d-fef572ef10a2,,Aplinkos apsaugos departamento Šiaulių valdyba,Plinkšių ežeras,LTL434,Plinkšių ež.,,2022-04-26,10.0,1.4,2.8,8.1,8.7,1.8,342.0,2.3,0.03,0.009,1.4,1.439,2.5,"<0,006",0.025,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c87a067d-19d2-4283-866f-f26aff6ac292,f22786b4-33a2-41bc-9388-b7ac3e8484fb,,Aplinkos apsaugos departamento Šiaulių valdyba,Laičių I tvenkinys,LTL544,Laičių I tvenkinys,,2022-04-28,12.0,2.2,4.8,9.8,8.8,1.75,766.0,2.9,0.066,0.045,6.9,7.011,7.3,"<0,006",0.025,,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c87b440b-90b5-4368-8af0-ac4e095bc0c4,d95bb875-9ad0-4691-a22f-7518d7f6e5c4,,Alytaus RAAD,Alovės ežeras,LTL192,Alovės ež.,,2022-09-22,13.7,12,3.1,9.8,8.5,1.3,368.0,2.5,0.06,0.003,0.2,0.263,0.42,0.007,0.04,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c8c941aa-aa03-468a-9ab2-0ccd28505569,2191c7f0-6abf-4914-8fb6-10568b6b8197,,Utenos,Virintai,LTL447,Virintai,POINT (6129684 593186),2018-10-09,11.6,2.4,4.1,93.088,8.5,3.2,411.0,1.3,0.02,0.005,0.13,0.155,0.69,0.004,0.012,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c906395a-756a-4550-9085-7186a8d66580,7cc66ed3-e100-4b66-b4cd-83cc748a38fa,,Utenos,Šiurpys,LTL311,Šiurpys,POINT (6169946 635569),2021-06-14,17.8,<2,1.0,9.8,8.7,8.8,85.0,"<0,5",0.08,"<0,001",0.04,0.121,0.66,0.003,"<0,0081",,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c90917e1-48c2-4c02-8121-0307b6007068,ed8bb515-a39e-41b3-b649-e48acae93dea,,Alytaus,Ilgis,LTL374,Ilgis,POINT (6036751 525398),2018-07-24,25.1,7,3.5,105.392,8.5,1.4,231.0,5,0.04,0.007,0.1,0.147,1.1,0.011,0.038,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c90cd73d-cebf-4a1a-9678-90b77819e199,ccd3a824-d68f-4b45-86d3-3c62a2336396,,Šiaulių,Viekšnalių ežeras,LTL505,Viekšnalių ež.,POINT (6191599 405717),2018-08-20,20.0,<2,3.8,,7.9,   Nematuota,321.0,1.5,0.025,0.002,0.003,0.03,0.72,"<0,005",0.025,,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c9251177-40b0-4e17-9789-6f4717356e0f,d0cbc0c6-ff8f-4f32-9d27-348f1d07bf91,,Utenos RAAD,Malkėstas,LTL350,Malkėstas,,2022-10-04,11.5,<2,2.6,7.64,8.64,3.4,349.0,2.3,0.026,"<0,005",0.036,0.067,1.03,"<0,015",0.018,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c93784db-115c-40fc-a083-a4f52b76735c,fbd1917d-9a2a-4bd8-ac5f-971691ed0bef,,Alytaus,Zapsys,LTL241,Zapsys,POINT (5998028 471189),2020-09-23,16.9,4,2.4,9.2,8.4,2.0,397.0,2.5,0.01,0.002,0.06,0.5,0.072,0.011,0.061,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c94ea1a2-0a7a-4daf-99a0-85450ba7d952,e55efec8-ca9b-4f49-8c96-1d6e811ee3fb,,Vilniaus,Ilgutis,LTL380,Ilgutis,POINT (6048111 568369),2018-07-23,24.5,7.2,1.9,110.303,8.63,2.8,274.0,1.4,0.013,"<0,004",0.057,0.074,0.439,"<0,014","<0,014",,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c96abdb3-a78f-4ad7-af66-04fc39fe13ce,39e60fb5-af56-4c0b-be25-f33e78219b91,,Alytaus,Ūdrijos ežeras,LTL511,Ūdrijos ežeras,POINT (6033214 490256),2020-07-16,22.1,40,3.5,17.9,9.2,0.4,441.0,5.8,0.07,0.009,0.19,3.4,0.269,0.007,0.17,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c996a316-9403-4822-837a-27cdcb249a0c,bad00bb9-36ef-4952-8f6c-3a1980bed2d3,,Utenos,Čičirys,LTL222,Čičirys,POINT (6187704 628556),2019-10-07,11.2,<2,3.0,8.0,8.6,4.9,303.0,0.82,0.02,"<0,001",0.03,0.051,0.66,"<0,002",0.0083,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c99995c9-90f7-4978-81b9-d10d6550278b,d27fad9d-5d48-4426-a200-a9f43e4476c9,,Alytaus,Vabalių ežeras,LTL379,Vabalių,POINT (6016717 507296),2018-09-13,20.2,6.5,1.7,104.677,8.4,2,99.0,3.8,0.06,0.003,0.09,0.153,0.7,0.011,0.059,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c9b7a5aa-6139-418d-8125-1aadfb3b771f,963abdff-4892-4666-9e86-675b6ced3eed,,Utenos RAAD,Smalvas,LTL220,Smalvas,,2022-09-28,13.7,2.4,2.3,9.0,8.1,7.5,242.0,0.78,"<0,014","<0,001",0.02,0.035,0.31,"<0,002",0.013,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c9c77019-f256-49a5-b75a-59d5598106e6,3e03945b-884d-4225-8262-7c1dfbdd3856,,Utenos,Šventosios tvenkinys,LTL536,Šventosios tvenkinys,POINT (6173459 614866),2018-04-23,11.4,2.7,3.5,88.073,8.5,2.1,336.0,2.4,0.03,0.002,0.11,0.142,0.58,0.003,0.03,,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c9e30481-07f5-4190-9caa-815cd905bdf5,ce2c7529-c53f-490f-9b82-1f9ed94d12b5,,Utenos,Utenos tvenkinys,LTL431,Utenos,POINT (6155211 603513),2019-08-13,20.6,<2,4.2,6.2,8.5,3.5,428.0,2.3,0.02,0.017,0.9,0.937,1.9,"<0,002",0.015,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,c9e72184-86c1-4fff-9771-54645c378e8b,317f3082-1864-4684-a000-228900715003,,Vilniaus RAAD,Motiejūnų HE tvenkinys,LTL131,Motiejūnų HE tvenkinys,,2022-07-13,19.2,11,4.2,8.4,8.32,0.9,470.0,3.0,"<0,02",0.021,0.25,0.291,1.67,"<0,015",0.032,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,ca03701c-1cdf-45e5-af5f-b652d25ef99e,c41a66f4-04c4-4ee0-9fab-d4592195a96e,,Utenos RAAD,Suosa,LTL382,Suosa,,2022-08-25,25.3,5.3,4.7,8.7,8.4,1.7,468.0,1.2,0.02,"<0,001",0.09,0.111,0.6,"<0,002",0.014,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,ca3ea935-0793-4209-a776-38256552f6ad,4e3fe8dc-0748-4020-a2c6-1d32a80f5367,,Utenos,Stirniai,LTL343,Stirniai,POINT (6124518 605749),2020-06-16,19.0,<2,2.4,10.2,8.5,4.6,224.0,1.3,"<0,014","<0,001",0.05,0.065,0.43,"<0,002",0.009,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,ca6f1de5-89d4-47f3-a515-174bb9493f9f,7ac58478-70bf-4ebe-b489-02a7e6d80faa,,Šiaulių,Ginkūnų tvenkinys,LTL272,Ginkūnų tvenkinys,POINT (6200978 460657),2019-05-02,15.0,4.5,3.9,9.0,8.3,1.6,605.0,3.2,0.012,0.014,0.91,0.936,2.4,"<0,005",0.031,,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,ca83f157-dcc5-44cd-8dec-d05840ee2d8c,6970d70a-41e9-4e92-b2eb-f4c3f09943db,,Alytaus,Grūda,LTL396,Grūda,POINT (5974641 520687),2021-09-16,16.6,4,2.0,8.9,8.2,0.9,219.0,4,0.12,0.007,0.18,0.307,1.5,0.011,0.12,,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,caee5ec5-cc26-4e47-afaa-aaa91dc572d1,5a13b952-8f59-4c50-8de2-4ed1b86f7aed,,Panevėžio RAAD,Liberiškio tvenkinys,LTL405,Liberiškio tvenkinys,,2022-09-22,13.0,"<1,3",5.2,7.6,7.7,1.4,623.0,1.2,0.036,0.003,0.64,0.679,1.5,"<0,006",0.024,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
